,Artist,Biography,Listeners,Playcount,Similar
229,David Brookings,"David moved to Memphis from Richmond, Virginia in the summer of 2001 to be in a better music town. His first album 'Sounds off' was released in Richmond in 2000 and co-produced by his longtime friends Jason Horst (Jason and the vacations) and Josh Scolaro (Aircraft). In Memphis David works as a tour guide at the legendary Sun Studio (Elvis, Johny Cash, Jerry Lee Lewis) during the day while constantly writing and playing gigs at night. 'End of an Error' <a href=""https://www.last.fm/music/David+Brookings"">Read more on Last.fm</a>",916,8683,"('Maple Mars', 'Class Three Overbite', 'Frank Ciampi', 'Ed James', ""Kelly's Heels"")"
230,구피,"Goofy (구피) is a South Korean group who made their debut in 1996 with the self-titled album Goofy.

Members:
Park Sung Ho (박성호, vocals, rap) 
Choi Dong Min (최동민, vocals) 

Former:
Lee Seung Kwang (이승광, vocals) 
Jaimie (제이미, vocals, rap)

They recieved some popularity having hits in the lates 90's and early thousands but it quickly dwindled into the two thousands.  Their last full length album with former member Seung Kwang titled ""6집 - Player's Playa"" was released 2005.10.10. <a href=""https://www.last.fm/music/%EA%B5%AC%ED%94%BC"">Read more on Last.fm</a>",1068,9053,"('R.ef', '언타이틀', '룰라', '김현정', 'Eagle Five')"
231,László Aradszky,"László Aradszky (20 September 1935 – 8 October 2017) was a Hungarian pop singer, who became successful in the 1960s after participation in the talent show Táncdalfesztivál.

 <a href=""https://www.last.fm/music/L%C3%A1szl%C3%B3+Aradszky"">Read more on Last.fm</a>",186,480,"('Kati Kovács', 'Lehel Nemeth', 'János Koós', 'Pál Szécsi', 'György Korda')"
232,ธานินทร์ อินทรเทพ," <a href=""https://www.last.fm/music/%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C+%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%80%E0%B8%97%E0%B8%9E"">Read more on Last.fm</a>",382,3481,"('ชรินทร์ นันทนาคร', 'สวลี ผกาพันธุ์', 'ดิอิมพอสซิเบิ้ล', 'ทูล ทองใจ', 'ดาวใจ ไพจิตร')"
233,Selçuk Ural," <a href=""https://www.last.fm/music/+noredirect/Sel%C3%A7uk+Ural"">Read more on Last.fm</a>",3121,13104,"('Ersan Erdura', 'Erol Büyükburç', 'Gönül Turgut', 'Gökben', 'Gökhan Abur')"
234,Gunārs Meijers," <a href=""https://www.last.fm/music/+noredirect/Gun%C4%81rs+Meijers"">Read more on Last.fm</a>",685,8218,"('Bruģis', 'Liepājas brāļi', 'Čikāgas piecīši', ""Armands / Zaks (S'T'A)"", 'Ainārs Mielavs')"
235,Ram Krishna Dhakal," <a href=""https://www.last.fm/music/Ram+Krishna+Dhakal"">Read more on Last.fm</a>",572,3923,"('Narayan Gopal', 'Gopal Yonjan', 'Prakash Shrestha', 'Raju Lama', 'bidhan shrestha')"
236,Satellites LV,"Satellites LV (formerly known as The Satellites in their early britpop period: 1996-1999), is a Latvian modern rock band from Rīga, Latvia, formed in 1996. The core members of the band are brothers Jānis Žilde and Edgars Žilde. Other projects and groups related to Satellites LV include Kuba, Mofo, Raadio, Autobuss Debesīs, Augusts IV and Stāvi, the experimental solo album of Jānis Žilde.

Current lineup:

Jānis Žilde - guitars, vocals;
Edgars Žilde - keyboards, programming, guitars, vocals; <a href=""https://www.last.fm/music/Satellites+LV"">Read more on Last.fm</a>",2551,67987,"('Mofo', 'Pienvedēja Piedzīvojumi', 'Kārlis Kazāks', 'Laika Suns', 'Baložu Pilni Pagalmi')"
237,Ingus Ulmanis," <a href=""https://www.last.fm/music/Ingus+Ulmanis"">Read more on Last.fm</a>",1461,21123,"('Zvaigžņu koris', 'Zigfrīds Muktupāvels', 'Bet Bet', 'Knīpas un Knauķi', 'Imants Kalniņš')"
238,Deepali Joshi," <a href=""https://www.last.fm/music/Deepali+Joshi"">Read more on Last.fm</a>",163,428,"('Usha Mangeshkar', 'Shubha Mudgal', 'Parthiv Gohil', 'Wajid', 'Anushka Manchanda')"
239,OTO PESTNER,"Oto Pestner is a Slovenian singer, born January 4, 1956, known for his range of musical genres, including pop, rock, gospel, and Slovenian folk music. Pestner began his music career at an early age, releasing his first EP, Najrajši Sem Pri Očku (""I Love Being with Dad""), at just 12 years old. This marked the beginning of what would become a prolific and successful music career, both as a solo artist and as a member of various influential musical groups. <a href=""https://www.last.fm/music/OTO+PESTNER"">Read more on Last.fm</a>",1016,7533,"('Marjana Deržaj', 'Edvin Fliser', 'Braco Koren', 'BePop', 'MIRAN RUDAN')"
240,Apvedceļš,"""Apvedceļš"" is a Latvian country/schlager band, best known for their hit song ""Zemenes"". <a href=""https://www.last.fm/music/+noredirect/Apvedce%C4%BC%C5%A1"">Read more on Last.fm</a>",3268,31917,"('Bruģis', 'Labvēlīgais Tips', 'Metronoms', 'Žoržs Siksna', 'Jātnieki')"
241,Nihal Nelson," <a href=""https://www.last.fm/music/Nihal+Nelson"">Read more on Last.fm</a>",293,1790,"('Desmond De Silva', 'Clarence Wijewardene', 'H.R. Jothipala', 'M S Fernando', 'Clarance Wijewardana')"
242,Ajay,"AJay, underground-rap straight out of Hamburg/Germany. His roots are in the beginning of the new millenium, but he started to rap in the year 2004 with Fat Gi aka amoK. Now they're known as Bakoom. Even though Fat Gi doesn't rap anymore Bakoom still exists.

Download music at:  www.myspace.com/ahzumjot <a href=""https://www.last.fm/music/Ajay"">Read more on Last.fm</a>",11023,74073,"('Swapnil Bandodkar', 'Adarsh Shinde', 'Anand Shinde', 'Avadhoot Gupte', 'Sudhir Phadke')"
243,Hamid Hami," <a href=""https://www.last.fm/music/+noredirect/Hamid+Hami"">Read more on Last.fm</a>",353,9392,()
244,Asif Akbar," <a href=""https://www.last.fm/music/Asif+Akbar"">Read more on Last.fm</a>",265,1897,"('Asif', 'Andrew Kishore', 'Nachiketa Chakraborty', 'Tahsan', 'Sabina Yasmin')"
245,Sita,"Sita Vermeulen (Born 8 june 1980 in Ilpendam) is a Dutch singer.
She started her career in 2001 when she was one of the contenders in the television show Starmaker. She was part of K-otic, a band which had been formed during the casting show. 

After several successes, Sita left the band and recorded three studio albums Happy in 2001, Come With Me in 2003 and L'envers du décor in 2004.

Over the years she collaborate with serveral artist like Marco Borsato and Kyo. <a href=""https://www.last.fm/music/Sita"">Read more on Last.fm</a>",31579,193437,"('Birgit', 'Twarres', 'Kim-Lian', 'Do', 'Jamai')"
246,Andy de Witt," <a href=""https://www.last.fm/music/Andy+de+Witt"">Read more on Last.fm</a>",323,1899,"('De four Tak', 'Danny Cardo', 'Gerard Schoonebeek', 'Theo Diepenbrock', 'De Marlets')"
247,Guddu Rangila," <a href=""https://www.last.fm/music/Guddu+Rangila"">Read more on Last.fm</a>",115,303,"('Indu Sonali', 'Pramod Premi Yadav', 'Chandan Chanchal', 'Khesari Lal Yadav', 'Ritesh Pandey')"
248,Castellina-Pasi," <a href=""https://www.last.fm/music/Castellina-Pasi"">Read more on Last.fm</a>",1425,6753,"('Carlo Venturi', 'Michel Pruvot', 'Castellina Pasi', 'Mouloudji & Marcel Azzola', 'Médard Ferrero')"
249,Sơn Ca,"Sơn Ca (born 1953) is a famous Vietnamese singer.

Born as Nguyen Thi Tuyet Nga in 1953 in Saigon, South Vietnam, she was the eldest in a family of six children.  After graduating from high school, she enrolled at University of Saigon, School of Law in 1971.  It was there where she actively involved in performing arts singing for various music programs put together by the university.  In between semesters, she also enrolled in a few classes at Quoc Gia Am Nhac <a href=""https://www.last.fm/music/S%C6%A1n+Ca"">Read more on Last.fm</a>",2382,10964,"('Vân Sơn', 'Carol Kim', 'Thanh Lan', 'Mai Lệ Huyền', 'Hùng Cường')"
250,Manolo Otero,"Manolo Otero nacio en Madrid España. Su padre un Baritono de Opera y Zarsuela, y su madre una talentosa actriz de comedia musical y clasica.
Estudio canto desde los 14 años con su madrian, quien era profesora de piano y directora de la coral filarmonica de Madrid.
Se especializo en estudios de Filosofia y Letras en la Universidad de Madrid.
Manolo Otero comienza su carreta artistica como actor de teatro clasico y tambien participo en varias comedias musicales. <a href=""https://www.last.fm/music/Manolo+Otero"">Read more on Last.fm</a>",8097,58564,"('Los Galos', 'Lorenzo Santamaria', 'Claudia De Colombia', 'Luis Angel', 'Juan Erasmo Mochi')"
251,Giannis Parios,"Yannis Parios (Γιάννης Πάριος) was born on the island of Paros. 

He made his first appearance as a singer in 1969.  At that time no one could have imagined that his voice would one day become the most perfect expression of the word “love”.

Any attempt to analyse  the “Parios Phenomenon”, his enormous appeal to the public and the hundreds of thousands of record sales (all his releases have won both gold and platinum discs), will <a href=""https://www.last.fm/music/Giannis+Parios"">Read more on Last.fm</a>",18078,208651,"('Marinella', 'Glykeria', 'Kostas Makedonas', 'Γιάννης Πουλόπουλος', 'Dimitra Galani')"
252,Keith Frank & The Soileau Zydeco Band,"The Best Zydeco Artist in The State of Louisiana <a href=""https://www.last.fm/music/Keith+Frank+&+The+Soileau+Zydeco+Band"">Read more on Last.fm</a>",6662,35269,"('Geno Delafose', 'Beau Jocque', 'Nathan & The Zydeco Cha Chas', 'Zydeco Force', 'Beau Jocque and the Zydeco Hi-Rollers')"
253,Tandy,"Roots rockers Tandy, hail from New York City. Singer/songwriter Mike Ferrio leads the group and his songs are often charged with memories of his childhood in a remote farming community. Ferrio and drummer Tom McCrum formed Tandy in the mid-'90s and the group released its self-titled debut shortly thereafter. Their fourth album, the Bloodroot Transcriptions, came out in 2001. The effort saw a more stripped-down approach, as well as the addition of multi-instrumentalist Drew Glackin (the Silos) and Scott Yoder (Star City <a href=""https://www.last.fm/music/Tandy"">Read more on Last.fm</a>",5480,27182,"('Calahan', 'Amy Obenski', 'Shady Bard', 'Emilie Mover', 'The Hereafter')"
254,Danza Invisible,"A band from Torremolinos, Málaga, very popular in the 1980s and early 1990s. Lead by Javier Ojeda, probably one of the more powerful voices in the Spanish music of the time. Their live shows are extremely potent and some of their songs are classics for a generation in Spain. <a href=""https://www.last.fm/music/Danza+Invisible"">Read more on Last.fm</a>",58598,435248,"('Radio Futura', 'Gabinete Caligari', 'La Guardia', 'Nacha Pop', 'El Último de la Fila')"
255,Teen Sensation Glasses," <a href=""https://www.last.fm/music/Teen+Sensation+Glasses"">Read more on Last.fm</a>",216,2698,"('The Prozacs', 'The Peabodys', 'Joe Jitsu', 'Johnie 3', 'The Barbecuties')"
256,Anja Rupel,"Anja Rupel began to perform as lead vocalist with the prominent synthpop group Videosex, in 1982, which became very popular in the former Yugoslavia. The group recorded four albums. Their debut album, Videosex 84 appeared in 1983 and they played with bands such as Ekatarina Velika and Otroci Socializma in Belgrade. The group broke up in 1992.

Anja then went on to her solo career and, in 1994 she recorded her first album Odpri oči (Open your eyes). <a href=""https://www.last.fm/music/Anja+Rupel"">Read more on Last.fm</a>",969,5695,"('Anika Horvat', 'Leeloojamais', 'Neisha', 'Alya', 'POP DESIGN')"
257,Meteosat,"
 <a href=""https://www.last.fm/music/Meteosat"">Read more on Last.fm</a>",3360,26030,"('La Monja Enana', 'L-Kan', 'Vacaciones', 'Chico y Chica', 'Cola Jet Set')"
258,Medhat Saleh,"An Egyptian singer appeared early 1980s. He started his artistic trip by introducing songs of senior old singers like Abd Al-Halim Hafiz and Mohamed Qandil. Then he introduced his own songs, thus, created a distinguished situation among youth singers at that time, including Mohamed Al-Helow, Ali Al-Hagar, Mohamed Moneir and Eman Al-bahr Derwish.

His turning point was being when he obtained ""Golden Apple prize"" at mid of 1980s from one of the festivals which held in Turkia. <a href=""https://www.last.fm/music/Medhat+Saleh"">Read more on Last.fm</a>",3563,33412,"('Ali El Haggar', 'Khaled Selim', 'Aida Al Ayoubi', 'Mostafa Amar', 'Loai')"
259,Danny McDonald,"Danny McDonald has long been hailed as one of Australia’s finest and most underrated songwriters.

Since the early 90’s he’s released, played on, helped write, recorded or appeared on over 75 CD, vinyl and digital records both as a solo artist and alongside a growing list of well-known Australian artists. <a href=""https://www.last.fm/music/Danny+McDonald"">Read more on Last.fm</a>",738,4733,"('P76', 'Myracle Brah', 'Jonny Polonsky', 'Vista Blue', 'Michael Carpenter')"
260,Patti Kim," <a href=""https://www.last.fm/music/Patti+Kim"">Read more on Last.fm</a>",918,4511,"('Na Hoon-A', '패티김', 'The Pearl Sisters', 'Shim Soo Bong', 'Jung Hoon Hee')"
261,Berentei Péter," <a href=""https://www.last.fm/music/Berentei+P%C3%A9ter"">Read more on Last.fm</a>",51,105,"('Csongrádi Kata', 'Koós János', 'Szécsi Pál', 'Poór Péter', 'Aradszky László')"
262,Nguyên Khang,"Nguyen Khang (1973) is a Vietnamese-American singer.  Born and raised in Saigon, South Vietnam, he came to the United States in 1994 where he first resettled in Connecticut.  Four years later, Nguyen Khang's name would first gain prominence in the overseas Vietnamese music industry after being discovered by singer Thuy Duong who had asked him to record the song, Em Ve Nao Co Hay, written by Hoang Trong Thuy on one of her albums.  Shortly after, Nguyen <a href=""https://www.last.fm/music/Nguy%C3%AAn+Khang"">Read more on Last.fm</a>",720,11138,"('Bảo Yến', 'Mai Hương', 'Trần Thái Hoà', 'Duy Quang', 'Tuấn Ngọc')"
263,L.N. Shastri," <a href=""https://www.last.fm/music/L.N.+Shastri"">Read more on Last.fm</a>",302,1594,"('Raju Ananthaswamy', 'Rajkumar', 'Guru Kiran', 'Rajesh Krishnan', 'Hemanth Kumar')"
264,Paulo Ribeiro," <a href=""https://www.last.fm/music/Paulo+Ribeiro"">Read more on Last.fm</a>",292,1228,"('Bandalusa', 'Expresso 86', 'Marante', 'Agrupamento Musical Diapasão', 'Ivason')"
265,Anand Shinde," <a href=""https://www.last.fm/music/Anand+Shinde"">Read more on Last.fm</a>",2378,14434,"('Vaishali Samant', 'Adarsh Shinde', 'Swapnil Bandodkar', 'Avadhoot Gupte', 'Ajay')"
266,Phượng Mai,"Phượng Mai (born 1956) is an overseas Vietnamese singer and performer of Southern Vietnamese folk opera genres known as cải lương and hồ quảng.

Just like her best friend from childhood, Huong Lan, Phượng Mai was also a child prodigy with a lineage of theatrical performers.  Her grandparents were veteran performers of the cải lương stage of Saigon, Cao Tùng Châu and Cao Long Ngà.  She is also the niece of legendary stage and silver screen actress Kim Cương.   <a href=""https://www.last.fm/music/Ph%C6%B0%E1%BB%A3ng+Mai"">Read more on Last.fm</a>",984,2904,"('Kim Loan', 'Thanh Vu', 'Vân Sơn', 'Mai Lệ Huyền', 'Carol Kim')"
267,Debabrata Biswas,"Debabrata Biswas (Bengali: দেবব্রত বিশ্বাস) (22 August 1911 - 18 August 1980), also known as George Biswas (Bengali: জর্জ বিশ্বাস) or George-da (Bengali: জর্জদা), was an Indian Rabindra Sangeet singer. <a href=""https://www.last.fm/music/Debabrata+Biswas"">Read more on Last.fm</a>",1143,14848,"('Suchitra Mitra', 'Chinmoy Chatterjee', 'Sagar Sen', 'Kanika Banerjee', 'Subinoy Roy')"
268,Ana Belén,"Ana Belén (born Maria del Pilar Cuesta on May 27, 1951 in Madrid, Spain) is one of the most relevant Spanish personalities in arts and music. With a musical career that spanned over the last 40 years she has also accomplished a great success as an actress, in feature films, television and theatre.

She sang in public for the first time in a radio contest at the age of ten. She didn't win that year, but won the next year. Her early singing caught <a href=""https://www.last.fm/music/+noredirect/Ana+Bel%C3%A9n"">Read more on Last.fm</a>",92456,763740,"('Joan Manuel Serrat', 'Miguel Ríos', 'Pedro Guerra', 'Joaquín Sabina', 'Luz Casal')"
